Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
7179250,-88.22,-122.59,50.0,1.00,-0.0,50.0,-0.0
7179500,-87.51,-125.89,50.0,1.00,-0.0,50.0,-0.0
7179750,-88.18,-123.39,50.0,1.00,-0.0,50.0,-0.0
7180000,-88.21,-125.88,50.0,1.00,-0.0,50.0,-0.0
7180250,-88.35,-127.72,50.0,1.00,-0.0,50.0,-0.0
7180500,-87.80,-125.62,50.0,1.00,-0.0,50.0,-0.0
7180750,-88.25,-125.93,50.0,1.00,-0.0,50.0,-0.0
7181000,-88.24,-125.17,50.0,1.00,-0.0,50.0,-0.0
7181250,-87.95,-125.96,50.0,1.00,-0.0,50.0,-0.0
7181500,-87.64,-127.22,50.0,1.00,-0.0,50.0,-0.0
7181750,-88.17,-125.44,50.0,1.00,-0.0,50.0,-0.0
7182000,-88.18,-129.14,50.0,1.00,-0.0,50.0,-0.0
7182250,-88.11,-124.87,50.0,1.00,-0.0,50.0,-0.0
7182500,-87.82,-123.41,50.0,1.00,-0.0,50.0,-0.0
7182750,-88.00,-124.59,50.0,1.00,-0.0,50.0,-0.0
7183000,-88.15,-125.90,50.0,1.00,-0.0,50.0,-0.0
7183250,-88.40,-125.27,50.0,1.00,-0.0,50.0,-0.0
7183500,-88.04,-123.80,50.0,1.00,-0.0,50.0,-0.0
7183750,-88.29,-126.12,50.0,1.00,-0.0,50.0,-0.0
7184000,-88.31,-129.02,50.0,1.00,-0.0,50.0,-0.0
7184250,-88.07,-122.41,50.0,1.00,-0.0,50.0,-0.0
7184500,-87.95,-124.99,50.0,1.00,-0.0,50.0,-0.0
7184750,-88.49,-122.12,50.0,1.00,-0.0,50.0,-0.0
7185000,-88.23,-124.16,50.0,1.00,-0.0,50.0,-0.0
7185250,-87.98,-127.18,50.0,1.00,-0.0,50.0,-0.0
7185500,-88.37,-125.59,50.0,1.00,-0.0,50.0,-0.0
7185750,-88.56,-129.89,50.0,1.00,-0.0,50.0,-0.0
7186000,-88.61,-124.15,50.0,1.00,-0.0,50.0,-0.0
7186250,-87.89,-125.61,50.0,1.00,-0.0,50.0,-0.0
7186500,-87.89,-125.38,50.0,1.00,-0.0,50.0,-0.0
7186750,-88.15,-124.06,50.0,1.00,-0.0,50.0,-0.0
7187000,-87.75,-127.28,50.0,1.00,-0.0,50.0,-0.0
7187250,-88.22,-127.59,50.0,1.00,-0.0,50.0,-0.0
7187500,-88.22,-128.95,50.0,1.00,-0.0,50.0,-0.0
7187750,-88.39,-124.25,50.0,1.00,-0.0,50.0,-0.0
7188000,-88.31,-128.62,50.0,1.00,-0.0,50.0,-0.0
7188250,-88.46,-123.71,50.0,1.00,-0.0,50.0,-0.0
7188500,-88.57,-125.12,50.0,1.00,-0.0,50.0,-0.0
7188750,-88.08,-126.37,50.0,1.00,-0.0,50.0,-0.0
7189000,-88.10,-119.31,50.0,1.00,-0.0,50.0,-0.0
7189250,-88.02,-127.00,50.0,1.00,-0.0,50.0,-0.0
7189500,-87.78,-126.97,50.0,1.00,-0.0,50.0,-0.0
7189750,-88.57,-124.73,50.0,1.00,-0.0,50.0,-0.0
7190000,-88.13,-123.54,50.0,1.00,-0.0,50.0,-0.0
7190250,-87.76,-129.28,50.0,1.00,-0.0,50.0,-0.0
7190500,-88.48,-127.53,50.0,1.00,-0.0,50.0,-0.0
7190750,-88.09,-127.48,50.0,1.00,-0.0,50.0,-0.0
7191000,-88.02,-129.06,50.0,1.00,-0.0,50.0,-0.0
7191250,-88.27,-124.56,50.0,1.00,-0.0,50.0,-0.0
7191500,-88.02,-124.83,50.0,1.00,-0.0,50.0,-0.0
7191750,-88.27,-124.56,50.0,1.00,-0.0,50.0,-0.0
7192000,-87.97,-126.19,50.0,1.00,-0.0,50.0,-0.0
7192250,-87.70,-126.71,50.0,1.00,-0.0,50.0,-0.0
7192500,-88.19,-126.29,50.0,1.00,-0.0,50.0,-0.0
7192750,-88.58,-122.95,50.0,1.00,-0.0,50.0,-0.0
7193000,-87.98,-126.33,50.0,1.00,-0.0,50.0,-0.0
7193250,-88.33,-125.27,50.0,1.00,-0.0,50.0,-0.0
7193500,-88.14,-129.40,50.0,1.00,-0.0,50.0,-0.0
7193750,-88.34,-127.27,50.0,1.00,-0.0,50.0,-0.0
7194000,-88.43,-124.65,50.0,1.00,-0.0,50.0,-0.0
7194250,-88.50,-128.84,50.0,1.00,-0.0,50.0,-0.0
7194500,-88.18,-122.25,50.0,1.00,-0.0,50.0,-0.0
7194750,-87.91,-124.67,50.0,1.00,-0.0,50.0,-0.0
7195000,-88.37,-124.07,50.0,1.00,-0.0,50.0,-0.0
7195250,-88.46,-123.68,50.0,1.00,-0.0,50.0,-0.0
7195500,-88.32,-126.73,50.0,1.00,-0.0,50.0,-0.0
7195750,-88.15,-127.80,50.0,1.00,-0.0,50.0,-0.0
7196000,-87.97,-127.50,50.0,1.00,-0.0,50.0,-0.0
7196250,-88.08,-126.71,50.0,1.00,-0.0,50.0,-0.0
7196500,-88.27,-127.90,50.0,1.00,-0.0,50.0,-0.0
7196750,-88.23,-126.09,50.0,1.00,-0.0,50.0,-0.0
7197000,-88.29,-125.82,50.0,1.00,-0.0,50.0,-0.0
7197250,-88.36,-123.92,50.0,1.00,-0.0,50.0,-0.0
7197500,-88.06,-124.62,50.0,1.00,-0.0,50.0,-0.0
7197750,-88.23,-124.86,50.0,1.00,-0.0,50.0,-0.0
7198000,-88.09,-125.87,50.0,1.00,-0.0,50.0,-0.0
7198250,-87.83,-127.85,50.0,1.00,-0.0,50.0,-0.0
7198500,-88.08,-126.70,50.0,1.00,-0.0,50.0,-0.0
7198750,-88.31,-130.86,50.0,1.00,-0.0,50.0,-0.0
7199000,-88.09,-126.84,50.0,1.00,-0.0,50.0,-0.0
7199250,-87.96,-122.82,50.0,1.00,-0.0,50.0,-0.0
7199500,-88.01,-123.60,50.0,1.00,-0.0,50.0,-0.0
7199750,-88.01,-129.62,50.0,1.00,-0.0,50.0,-0.0
7200000,-88.48,-125.84,50.0,1.00,-0.0,50.0,-0.0
7200250,-88.26,-125.75,50.0,1.00,-0.0,50.0,-0.0
7200500,-88.29,-125.18,50.0,1.00,-0.0,50.0,-0.0
7200750,-88.20,-130.25,50.0,1.00,-0.0,50.0,-0.0
7201000,-87.82,-125.58,50.0,1.00,-0.0,50.0,-0.0
7201250,-88.11,-123.35,50.0,1.00,-0.0,50.0,-0.0
7201500,-88.35,-124.13,50.0,1.00,-0.0,50.0,-0.0
7201750,-88.02,-130.49,50.0,1.00,-0.0,50.0,-0.0
7202000,-88.04,-125.66,50.0,1.00,-0.0,50.0,-0.0
7202250,-88.67,-124.82,50.0,1.00,-0.0,50.0,-0.0
7202500,-87.77,-126.55,50.0,1.00,-0.0,50.0,-0.0
7202750,-88.50,-126.36,50.0,1.00,-0.0,50.0,-0.0
7203000,-88.36,-125.28,50.0,1.00,-0.0,50.0,-0.0
7203250,-88.27,-127.25,50.0,1.00,-0.0,50.0,-0.0
7203500,-88.16,-126.93,50.0,1.00,-0.0,50.0,-0.0
7203750,-88.66,-122.49,50.0,1.00,-0.0,50.0,-0.0
7204000,-87.77,-126.90,50.0,1.00,-0.0,50.0,-0.0
7204250,-88.34,-122.88,50.0,1.00,-0.0,50.0,-0.0
7204500,-88.72,-126.71,50.0,1.00,-0.0,50.0,-0.0
7204750,-87.98,-127.24,50.0,1.00,-0.0,50.0,-0.0
7205000,-88.14,-126.78,50.0,1.00,-0.0,50.0,-0.0
7205250,-87.56,-126.09,50.0,1.00,-0.0,50.0,-0.0
7205500,-88.17,-123.65,50.0,1.00,-0.0,50.0,-0.0
7205750,-87.85,-126.78,50.0,1.00,-0.0,50.0,-0.0
7206000,-88.74,-125.56,50.0,1.00,-0.0,50.0,-0.0
7206250,-88.62,-128.10,50.0,1.00,-0.0,50.0,-0.0
7206500,-88.47,-126.68,50.0,1.00,-0.0,50.0,-0.0
7206750,-88.65,-128.81,50.0,1.00,-0.0,50.0,-0.0
7207000,-87.94,-123.25,50.0,1.00,-0.0,50.0,-0.0
7207250,-88.33,-123.11,50.0,1.00,-0.0,50.0,-0.0
7207500,-88.41,-128.49,50.0,1.00,-0.0,50.0,-0.0
7207750,-88.41,-121.70,50.0,1.00,-0.0,50.0,-0.0
7208000,-88.39,-129.34,50.0,1.00,-0.0,50.0,-0.0
7208250,-88.31,-125.06,50.0,1.00,-0.0,50.0,-0.0
7208500,-88.22,-126.65,50.0,1.00,-0.0,50.0,-0.0
7208750,-88.54,-128.20,50.0,1.00,-0.0,50.0,-0.0
7209000,-88.65,-126.32,50.0,1.00,-0.0,50.0,-0.0
7209250,-87.96,-125.75,50.0,1.00,-0.0,50.0,-0.0
7209500,-88.08,-122.20,50.0,1.00,-0.0,50.0,-0.0
7209750,-88.21,-127.86,50.0,1.00,-0.0,50.0,-0.0
7210000,-88.72,-126.04,50.0,1.00,-0.0,50.0,-0.0
7210250,-88.28,-127.37,50.0,1.00,-0.0,50.0,-0.0
7210500,-88.59,-122.77,50.0,1.00,-0.0,50.0,-0.0
7210750,-87.95,-125.97,50.0,1.00,-0.0,50.0,-0.0
7211000,-87.82,-121.81,50.0,1.00,-0.0,50.0,-0.0
7211250,-87.75,-125.44,50.0,1.00,-0.0,50.0,-0.0
7211500,-88.00,-125.93,50.0,1.00,-0.0,50.0,-0.0
7211750,-88.37,-125.38,50.0,1.00,-0.0,50.0,-0.0
7212000,-88.01,-127.63,50.0,1.00,-0.0,50.0,-0.0
7212250,-88.47,-125.78,50.0,1.00,-0.0,50.0,-0.0
7212500,-88.19,-124.74,50.0,1.00,-0.0,50.0,-0.0
7212750,-88.28,-124.75,50.0,1.00,-0.0,50.0,-0.0
7213000,-88.31,-121.71,50.0,1.00,-0.0,50.0,-0.0
7213250,-88.10,-124.50,50.0,1.00,-0.0,50.0,-0.0
7213500,-88.57,-128.24,50.0,1.00,-0.0,50.0,-0.0
7213750,-88.31,-124.41,50.0,1.00,-0.0,50.0,-0.0
7214000,-87.96,-123.95,50.0,1.00,-0.0,50.0,-0.0
7214250,-88.29,-123.89,50.0,1.00,-0.0,50.0,-0.0
7214500,-88.13,-127.94,50.0,1.00,-0.0,50.0,-0.0
7214750,-88.32,-125.79,50.0,1.00,-0.0,50.0,-0.0
7215000,-87.89,-126.94,50.0,1.00,-0.0,50.0,-0.0
7215250,-88.54,-125.88,50.0,1.00,-0.0,50.0,-0.0
7215500,-88.37,-126.37,50.0,1.00,-0.0,50.0,-0.0
7215750,-88.49,-124.02,50.0,1.00,-0.0,50.0,-0.0
7216000,-88.45,-127.50,50.0,1.00,-0.0,50.0,-0.0
7216250,-88.29,-123.88,50.0,1.00,-0.0,50.0,-0.0
7216500,-88.20,-127.83,50.0,1.00,-0.0,50.0,-0.0
7216750,-88.05,-130.12,50.0,1.00,-0.0,50.0,-0.0
7217000,-88.35,-124.83,50.0,1.00,-0.0,50.0,-0.0
7217250,-88.03,-128.49,50.0,1.00,-0.0,50.0,-0.0
7217500,-88.32,-125.16,50.0,1.00,-0.0,50.0,-0.0
7217750,-88.43,-125.70,50.0,1.00,-0.0,50.0,-0.0
7218000,-88.09,-127.26,50.0,1.00,-0.0,50.0,-0.0
7218250,-88.18,-123.50,50.0,1.00,-0.0,50.0,-0.0
7218500,-88.05,-125.86,50.0,1.00,-0.0,50.0,-0.0
7218750,-88.35,-123.58,50.0,1.00,-0.0,50.0,-0.0
7219000,-88.02,-125.21,50.0,1.00,-0.0,50.0,-0.0
7219250,-88.54,-125.23,50.0,1.00,-0.0,50.0,-0.0
7219500,-88.31,-124.77,50.0,1.00,-0.0,50.0,-0.0
7219750,-88.36,-124.34,50.0,1.00,-0.0,50.0,-0.0
7220000,-88.10,-122.43,50.0,1.00,-0.0,50.0,-0.0
7220250,-88.18,-126.91,50.0,1.00,-0.0,50.0,-0.0
7220500,-87.86,-124.74,50.0,1.00,-0.0,50.0,-0.0
7220750,-88.23,-123.06,50.0,1.00,-0.0,50.0,-0.0
7221000,-88.58,-122.08,50.0,1.00,-0.0,50.0,-0.0
7221250,-87.95,-127.25,50.0,1.00,-0.0,50.0,-0.0
7221500,-88.44,-127.08,50.0,1.00,-0.0,50.0,-0.0
7221750,-88.00,-126.85,50.0,1.00,-0.0,50.0,-0.0
7222000,-88.27,-123.10,50.0,1.00,-0.0,50.0,-0.0
7222250,-87.92,-126.60,50.0,1.00,-0.0,50.0,-0.0
7222500,-87.76,-124.94,50.0,1.00,-0.0,50.0,-0.0
7222750,-88.53,-119.64,50.0,1.00,-0.0,50.0,-0.0
7223000,-88.46,-128.39,50.0,1.00,-0.0,50.0,-0.0
7223250,-88.38,-124.23,50.0,1.00,-0.0,50.0,-0.0
7223500,-88.49,-126.27,50.0,1.00,-0.0,50.0,-0.0
7223750,-88.37,-125.33,50.0,1.00,-0.0,50.0,-0.0
7224000,-88.48,-126.89,50.0,1.00,-0.0,50.0,-0.0
7224250,-88.00,-125.65,50.0,1.00,-0.0,50.0,-0.0
7224500,-88.12,-123.76,50.0,1.00,-0.0,50.0,-0.0
7224750,-88.34,-124.41,50.0,1.00,-0.0,50.0,-0.0
7225000,-88.14,-127.44,50.0,1.00,-0.0,50.0,-0.0
7225250,-88.02,-125.55,50.0,1.00,-0.0,50.0,-0.0
7225500,-88.17,-126.51,50.0,1.00,-0.0,50.0,-0.0
7225750,-88.40,-121.38,50.0,1.00,-0.0,50.0,-0.0
7226000,-87.88,-127.84,50.0,1.00,-0.0,50.0,-0.0
7226250,-87.99,-125.50,50.0,1.00,-0.0,50.0,-0.0
7226500,-87.94,-125.31,50.0,1.00,-0.0,50.0,-0.0
7226750,-88.28,-123.22,50.0,1.00,-0.0,50.0,-0.0
7227000,-88.64,-126.24,50.0,1.00,-0.0,50.0,-0.0
7227250,-88.07,-125.74,50.0,1.00,-0.0,50.0,-0.0
7227500,-88.48,-126.25,50.0,1.00,-0.0,50.0,-0.0
7227750,-88.35,-129.18,50.0,1.00,-0.0,50.0,-0.0
7228000,-88.51,-126.54,50.0,1.00,-0.0,50.0,-0.0
7228250,-88.32,-124.87,50.0,1.00,-0.0,50.0,-0.0
7228500,-88.40,-122.62,50.0,1.00,-0.0,50.0,-0.0
7228750,-88.06,-124.99,50.0,1.00,-0.0,50.0,-0.0
7229000,-88.23,-126.46,50.0,1.00,-0.0,50.0,-0.0
7229250,-87.99,-127.78,50.0,1.00,-0.0,50.0,-0.0
7229500,-88.42,-125.26,50.0,1.00,-0.0,50.0,-0.0
7229750,-88.53,-127.47,50.0,1.00,-0.0,50.0,-0.0
7230000,-87.99,-126.44,50.0,1.00,-0.0,50.0,-0.0
7230250,-88.22,-126.08,50.0,1.00,-0.0,50.0,-0.0
7230500,-88.11,-126.15,50.0,1.00,-0.0,50.0,-0.0
7230750,-88.29,-127.80,50.0,1.00,-0.0,50.0,-0.0
7231000,-88.55,-131.39,50.0,1.00,-0.0,50.0,-0.0
7231250,-88.00,-131.68,50.0,1.00,-0.0,50.0,-0.0
7231500,-88.41,-129.29,50.0,1.00,-0.0,50.0,-0.0
7231750,-87.91,-127.50,50.0,1.00,-0.0,50.0,-0.0
7232000,-88.20,-124.56,50.0,1.00,-0.0,50.0,-0.0
7232250,-88.16,-124.52,50.0,1.00,-0.0,50.0,-0.0
7232500,-88.20,-127.14,50.0,1.00,-0.0,50.0,-0.0
7232750,-88.17,-126.85,50.0,1.00,-0.0,50.0,-0.0
7233000,-88.25,-124.14,50.0,1.00,-0.0,50.0,-0.0
7233250,-88.21,-125.69,50.0,1.00,-0.0,50.0,-0.0
7233500,-88.08,-127.79,50.0,1.00,-0.0,50.0,-0.0
7233750,-88.51,-128.32,50.0,1.00,-0.0,50.0,-0.0
7234000,-87.88,-125.90,50.0,1.00,-0.0,50.0,-0.0
7234250,-88.02,-126.85,50.0,1.00,-0.0,50.0,-0.0
7234500,-88.12,-124.08,50.0,1.00,-0.0,50.0,-0.0
7234750,-87.94,-125.63,50.0,1.00,-0.0,50.0,-0.0
7235000,-88.20,-128.12,50.0,1.00,-0.0,50.0,-0.0
7235250,-87.35,-124.90,50.0,1.00,-0.0,50.0,-0.0
7235500,-88.23,-124.60,50.0,1.00,-0.0,50.0,-0.0
7235750,-87.74,-125.33,50.0,1.00,-0.0,50.0,-0.0
7236000,-88.51,-123.35,50.0,1.00,-0.0,50.0,-0.0
7236250,-87.94,-122.07,50.0,1.00,-0.0,50.0,-0.0
7236500,-88.15,-127.30,50.0,1.00,-0.0,50.0,-0.0
7236750,-87.99,-128.48,50.0,1.00,-0.0,50.0,-0.0
7237000,-88.27,-125.02,50.0,1.00,-0.0,50.0,-0.0
7237250,-88.33,-128.60,50.0,1.00,-0.0,50.0,-0.0
7237500,-88.35,-126.12,50.0,1.00,-0.0,50.0,-0.0
7237750,-88.50,-126.11,50.0,1.00,-0.0,50.0,-0.0
7238000,-88.34,-124.12,50.0,1.00,-0.0,50.0,-0.0
7238250,-87.68,-128.14,50.0,1.00,-0.0,50.0,-0.0
7238500,-88.38,-124.54,50.0,1.00,-0.0,50.0,-0.0
7238750,-88.08,-126.20,50.0,1.00,-0.0,50.0,-0.0
7239000,-88.00,-122.97,50.0,1.00,-0.0,50.0,-0.0
7239250,-88.56,-122.89,50.0,1.00,-0.0,50.0,-0.0
7239500,-88.17,-126.21,50.0,1.00,-0.0,50.0,-0.0
7239750,-87.89,-126.96,50.0,1.00,-0.0,50.0,-0.0
7240000,-88.24,-124.72,50.0,1.00,-0.0,50.0,-0.0
7240250,-88.09,-124.15,50.0,1.00,-0.0,50.0,-0.0
7240500,-88.61,-129.92,50.0,1.00,-0.0,50.0,-0.0
7240750,-88.35,-123.63,50.0,1.00,-0.0,50.0,-0.0
7241000,-88.18,-127.57,50.0,1.00,-0.0,50.0,-0.0
7241250,-87.91,-128.19,50.0,1.00,-0.0,50.0,-0.0
7241500,-88.58,-126.36,50.0,1.00,-0.0,50.0,-0.0
7241750,-88.38,-128.56,50.0,1.00,-0.0,50.0,-0.0
7242000,-88.61,-125.62,50.0,1.00,-0.0,50.0,-0.0
7242250,-88.17,-123.40,50.0,1.00,-0.0,50.0,-0.0
7242500,-88.18,-126.58,50.0,1.00,-0.0,50.0,-0.0
7242750,-88.39,-125.92,50.0,1.00,-0.0,50.0,-0.0
7243000,-88.10,-123.07,50.0,1.00,-0.0,50.0,-0.0
7243250,-88.48,-126.56,50.0,1.00,-0.0,50.0,-0.0
7243500,-88.13,-125.16,50.0,1.00,-0.0,50.0,-0.0
7243750,-88.25,-124.47,50.0,1.00,-0.0,50.0,-0.0
7244000,-88.63,-126.55,50.0,1.00,-0.0,50.0,-0.0
7244250,-88.47,-128.20,50.0,1.00,-0.0,50.0,-0.0
7244500,-88.02,-125.83,50.0,1.00,-0.0,50.0,-0.0
7244750,-88.29,-126.50,50.0,1.00,-0.0,50.0,-0.0
7245000,-88.49,-123.79,50.0,1.00,-0.0,50.0,-0.0
7245250,-88.25,-127.06,50.0,1.00,-0.0,50.0,-0.0
7245500,-88.18,-125.35,50.0,1.00,-0.0,50.0,-0.0
7245750,-88.22,-127.37,50.0,1.00,-0.0,50.0,-0.0
7246000,-88.21,-126.01,50.0,1.00,-0.0,50.0,-0.0
7246250,-87.93,-122.62,50.0,1.00,-0.0,50.0,-0.0
7246500,-88.16,-126.41,50.0,1.00,-0.0,50.0,-0.0
7246750,-88.45,-128.66,50.0,1.00,-0.0,50.0,-0.0
7247000,-88.22,-128.73,50.0,1.00,-0.0,50.0,-0.0
7247250,-88.16,-129.12,50.0,1.00,-0.0,50.0,-0.0
7247500,-88.31,-127.02,50.0,1.00,-0.0,50.0,-0.0
7247750,-87.79,-126.18,50.0,1.00,-0.0,50.0,-0.0
7248000,-87.93,-128.44,50.0,1.00,-0.0,50.0,-0.0
7248250,-88.28,-132.14,50.0,1.00,-0.0,50.0,-0.0
7248500,-88.20,-129.18,50.0,1.00,-0.0,50.0,-0.0
7248750,-88.43,-126.72,50.0,1.00,-0.0,50.0,-0.0
7249000,-88.42,-125.94,50.0,1.00,-0.0,50.0,-0.0
7249250,-88.39,-125.26,50.0,1.00,-0.0,50.0,-0.0
7249500,-88.28,-125.49,50.0,1.00,-0.0,50.0,-0.0
7249750,-88.77,-124.26,50.0,1.00,-0.0,50.0,-0.0
7250000,-88.15,-130.46,50.0,1.00,-0.0,50.0,-0.0
7250250,-88.08,-126.52,50.0,1.00,-0.0,50.0,-0.0
7250500,-88.71,-126.40,50.0,1.00,-0.0,50.0,-0.0
7250750,-88.24,-127.26,50.0,1.00,-0.0,50.0,-0.0
7251000,-88.03,-127.65,50.0,1.00,-0.0,50.0,-0.0
7251250,-88.45,-125.99,50.0,1.00,-0.0,50.0,-0.0
7251500,-88.49,-126.67,50.0,1.00,-0.0,50.0,-0.0
7251750,-88.57,-127.58,50.0,1.00,-0.0,50.0,-0.0
7252000,-88.44,-123.33,50.0,1.00,-0.0,50.0,-0.0
7252250,-88.12,-125.36,50.0,1.00,-0.0,50.0,-0.0
7252500,-88.78,-128.21,50.0,1.00,-0.0,50.0,-0.0
7252750,-88.69,-126.48,50.0,1.00,-0.0,50.0,-0.0
7253000,-88.06,-126.96,50.0,1.00,-0.0,50.0,-0.0
7253250,-88.03,-126.67,50.0,1.00,-0.0,50.0,-0.0
7253500,-88.24,-123.81,50.0,1.00,-0.0,50.0,-0.0
7253750,-88.23,-120.51,50.0,1.00,-0.0,50.0,-0.0
7254000,-87.91,-128.50,50.0,1.00,-0.0,50.0,-0.0
7254250,-88.17,-125.54,50.0,1.00,-0.0,50.0,-0.0
7254500,-88.17,-121.66,50.0,1.00,-0.0,50.0,-0.0
7254750,-88.18,-124.46,50.0,1.00,-0.0,50.0,-0.0
7255000,-88.07,-126.12,50.0,1.00,-0.0,50.0,-0.0
7255250,-88.55,-127.02,50.0,1.00,-0.0,50.0,-0.0
7255500,-88.78,-124.79,50.0,1.00,-0.0,50.0,-0.0
7255750,-88.41,-124.28,50.0,1.00,-0.0,50.0,-0.0
7256000,-88.04,-124.87,50.0,1.00,-0.0,50.0,-0.0
7256250,-87.80,-126.64,50.0,1.00,-0.0,50.0,-0.0
7256500,-87.90,-126.80,50.0,1.00,-0.0,50.0,-0.0
7256750,-88.10,-124.59,50.0,1.00,-0.0,50.0,-0.0
7257000,-88.05,-126.57,50.0,1.00,-0.0,50.0,-0.0
7257250,-88.30,-124.74,50.0,1.00,-0.0,50.0,-0.0
7257500,-88.22,-130.57,50.0,1.00,-0.0,50.0,-0.0
7257750,-88.02,-125.32,50.0,1.00,-0.0,50.0,-0.0
7258000,-87.91,-127.53,50.0,1.00,-0.0,50.0,-0.0
7258250,-88.63,-123.28,50.0,1.00,-0.0,50.0,-0.0
7258500,-87.97,-127.64,50.0,1.00,-0.0,50.0,-0.0
7258750,-88.26,-125.53,50.0,1.00,-0.0,50.0,-0.0
7259000,-88.42,-126.67,50.0,1.00,-0.0,50.0,-0.0
7259250,-88.28,-126.44,50.0,1.00,-0.0,50.0,-0.0
7259500,-88.53,-125.82,50.0,1.00,-0.0,50.0,-0.0
7259750,-88.55,-128.80,50.0,1.00,-0.0,50.0,-0.0
7260000,-88.09,-127.36,50.0,1.00,-0.0,50.0,-0.0
7260250,-88.06,-125.36,50.0,1.00,-0.0,50.0,-0.0
7260500,-88.17,-125.28,50.0,1.00,-0.0,50.0,-0.0
7260750,-88.04,-129.46,50.0,1.00,-0.0,50.0,-0.0
7261000,-88.73,-124.96,50.0,1.00,-0.0,50.0,-0.0
7261250,-88.30,-122.87,50.0,1.00,-0.0,50.0,-0.0
7261500,-88.38,-125.59,50.0,1.00,-0.0,50.0,-0.0
7261750,-88.81,-128.23,50.0,1.00,-0.0,50.0,-0.0
7262000,-88.48,-130.22,50.0,1.00,-0.0,50.0,-0.0
7262250,-88.69,-125.79,50.0,1.00,-0.0,50.0,-0.0
7262500,-87.95,-124.83,50.0,1.00,-0.0,50.0,-0.0
7262750,-88.80,-126.36,50.0,1.00,-0.0,50.0,-0.0
7263000,-88.51,-124.00,50.0,1.00,-0.0,50.0,-0.0
7263250,-88.09,-122.99,50.0,1.00,-0.0,50.0,-0.0
7263500,-88.28,-126.80,50.0,1.00,-0.0,50.0,-0.0
7263750,-88.21,-126.30,50.0,1.00,-0.0,50.0,-0.0
7264000,-88.19,-127.75,50.0,1.00,-0.0,50.0,-0.0
7264250,-88.05,-125.94,50.0,1.00,-0.0,50.0,-0.0
7264500,-88.17,-125.87,50.0,1.00,-0.0,50.0,-0.0
7264750,-88.45,-125.68,50.0,1.00,-0.0,50.0,-0.0
7265000,-88.06,-128.62,50.0,1.00,-0.0,50.0,-0.0
7265250,-88.67,-122.16,50.0,1.00,-0.0,50.0,-0.0
7265500,-87.96,-126.87,50.0,1.00,-0.0,50.0,-0.0
7265750,-88.55,-126.72,50.0,1.00,-0.0,50.0,-0.0
7266000,-88.48,-126.60,50.0,1.00,-0.0,50.0,-0.0
7266250,-88.53,-125.16,50.0,1.00,-0.0,50.0,-0.0
7266500,-88.47,-127.23,50.0,1.00,-0.0,50.0,-0.0
7266750,-88.61,-125.66,50.0,1.00,-0.0,50.0,-0.0
7267000,-88.35,-126.51,50.0,1.00,-0.0,50.0,-0.0
7267250,-88.31,-126.46,50.0,1.00,-0.0,50.0,-0.0
7267500,-88.19,-125.53,50.0,1.00,-0.0,50.0,-0.0
7267750,-88.40,-123.84,50.0,1.00,-0.0,50.0,-0.0
7268000,-88.37,-123.55,50.0,1.00,-0.0,50.0,-0.0
7268250,-87.95,-126.72,50.0,1.00,-0.0,50.0,-0.0
7268500,-88.29,-124.69,50.0,1.00,-0.0,50.0,-0.0
7268750,-88.34,-125.12,50.0,1.00,-0.0,50.0,-0.0
7269000,-88.44,-124.89,50.0,1.00,-0.0,50.0,-0.0
7269250,-88.54,-126.95,50.0,1.00,-0.0,50.0,-0.0
7269500,-88.38,-126.18,50.0,1.00,-0.0,50.0,-0.0
7269750,-88.40,-124.45,50.0,1.00,-0.0,50.0,-0.0
7270000,-88.21,-126.65,50.0,1.00,-0.0,50.0,-0.0
7270250,-88.53,-125.53,50.0,1.00,-0.0,50.0,-0.0
7270500,-88.12,-124.20,50.0,1.00,-0.0,50.0,-0.0
7270750,-88.31,-128.20,50.0,1.00,-0.0,50.0,-0.0
7271000,-88.30,-129.43,50.0,1.00,-0.0,50.0,-0.0
7271250,-88.32,-124.97,50.0,1.00,-0.0,50.0,-0.0
7271500,-88.11,-122.62,50.0,1.00,-0.0,50.0,-0.0
7271750,-87.85,-127.85,50.0,1.00,-0.0,50.0,-0.0
7272000,-87.71,-128.19,50.0,1.00,-0.0,50.0,-0.0
7272250,-88.49,-127.11,50.0,1.00,-0.0,50.0,-0.0
7272500,-88.23,-127.54,50.0,1.00,-0.0,50.0,-0.0
7272750,-88.56,-127.87,50.0,1.00,-0.0,50.0,-0.0
7273000,-88.02,-127.55,50.0,1.00,-0.0,50.0,-0.0
7273250,-87.77,-124.55,50.0,1.00,-0.0,50.0,-0.0
7273500,-88.24,-126.08,50.0,1.00,-0.0,50.0,-0.0
7273750,-88.57,-128.02,50.0,1.00,-0.0,50.0,-0.0
7274000,-88.42,-127.37,50.0,1.00,-0.0,50.0,-0.0
7274250,-88.64,-128.79,50.0,1.00,-0.0,50.0,-0.0
7274500,-87.89,-124.01,50.0,1.00,-0.0,50.0,-0.0
7274750,-88.22,-125.55,50.0,1.00,-0.0,50.0,-0.0
7275000,-88.04,-124.55,50.0,1.00,-0.0,50.0,-0.0
7275250,-88.12,-122.74,50.0,1.00,-0.0,50.0,-0.0
7275500,-88.23,-125.93,50.0,1.00,-0.0,50.0,-0.0
7275750,-88.79,-126.95,50.0,1.00,-0.0,50.0,-0.0
